Sample_ID;Temperature;pH;Salinity;Turbidity;Dissolved_Oxygen;Nitrate;Chlorophyll_a;nutrient_index;pH_deviation;Rainfall_last_7_days_mm;Distance_to_pollution_source_km;Water_depth_m;Current_velocity_m_s;Phosphate_concentration_mg_L;BOD_mg_L;Distance_to_coast_km;Seagrass_or_algae_cover;is_safe
WQ01748;;8.61;32.65;41.14;3.09;14.47;61.64;891.9308;1.61;91.235;12.581;22.449;1.274;0.0087;6.687;86.964;Low;0
WQ09311;;7.06;36.29;11.55;12.14;2.56;18.1;46.336;0.06;41.983;27.495;130.441;0.617;0.3485;8.31;41.425;High;1
WQ07787;;8.76;31.77;30.44;5.7;16.43;71.25;1170.6375;1.76;110.906;31.761;112.931;0.391;0.4189;4.629;58.296;Medium;0
WQ05591;;7.3;36.08;23.69;2.68;17.36;87.43;1517.7848;0.3;63.038;30.707;;0.596;0.3514;1.664;75.836;High;0
WQ02434;;7.47;35.64;0.78;11.19;5.17;27.21;140.6757;0.47;115.336;12.979;12.531;0.423;0.0962;3.445;91.996;High;1
WQ01545;65.12830627;8.5;36.16;4.76;2.01;23.54;80.32;1890.7328;1.5;58.025;21.483;169.595;0.833;0.438;2.273;57.351;High;0
WQ02893;;8.33;39.93;35.97;11.81;;23.46;154.836;1.33;78.558;48.934;60.553;1.116;0.2516;9.852;6.763;Low;1
WQ03817;;6.89;37.6;49.25;14.67;0.46;30.41;13.9886;0.11;98.826;24.673;61.449;0.853;0.2898;3.957;23.353;Medium;1
WQ01195;;8.38;39.35;40.79;1.47;19.25;82.05;1579.4625;1.38;104.584;13.626;39.684;1.181;0.2166;4.973;72.469;High;0
WQ08003;;7.31;36.47;36.04;0;20.2;100;2020;0.31;110.709;35.978;140.441;0.336;0.3098;5.918;0.692;Medium;0
WQ03448;;7.93;36.84;23.16;2.72;19.48;95.06;1851.7688;0.93;71.179;41.656;163.983;1.152;0.0838;5.707;12.87;High;0
WQ01435;;7.34;33.14;19.88;4.16;15.26;70.88;1081.6288;0.34;3.597;25.635;54.978;0.331;0.3814;0.592;99.681;Low;0
WQ09473;;7.52;32.45;20.26;9.55;3.99;30.61;122.1339;0.52;24.838;17.374;70.095;0.862;0.2017;0.861;37.91;Low;1
WQ08436;;7.78;31.15;1.84;10.14;4.31;29.11;125.4641;0.78;54.011;18.795;22.449;1.177;0.4558;6.896;45.825;Low;1
WQ03029;;6.82;33.2;5.54;3.29;22.17;84.01;1862.5017;0.18;75.874;13.111;30.144;1.366;0.3911;6.089;38.784;Medium;0
WQ06354;;8.04;34.49;44.59;10.43;6.75;38.94;262.845;1.04;110.493;26.005;189.579;1.112;0.4104;7.882;85.828;High;1
WQ03774;;7.36;34.56;9.26;13.18;1.94;28.39;55.0766;0.36;79.039;44.027;135.233;0.264;0.1663;2.103;66.102;Medium;1
WQ08922;;7.34;35.52;16.73;14.55;;15.18;43.8702;0.34;73.826;34.288;110.284;0.662;0.3583;7.441;35.932;Medium;1
WQ00036;;7.68;34.2;33.03;7.43;3.82;25.84;98.7088;0.68;36.554;44.736;116.767;1.457;0.4157;0.823;97.779;High;1
WQ03552;;8.41;33.42;23.46;10.97;5.91;34.23;202.2993;1.41;69.684;40.659;75.619;1.112;0.0432;1.032;45.092;Medium;1
WQ03283;;7.99;31.18;41.55;1.23;22;76.64;1686.08;0.99;105.907;12.149;49.644;1.319;0.3158;1.85;78.547;High;0
WQ06450;;8.78;36.62;48.83;0.9;25;80.04;2001;1.78;;42.412;87.918;0.965;0.1447;6.615;38.541;Medium;0
WQ09030;;7.18;35.86;41.24;1.39;;79.04;1706.4736;0.18;41.788;46.611;145.889;0.333;0.4623;6.162;67.497;Low;0
WQ05068;;8.59;32.44;33.27;0.68;17.56;96.31;1691.2036;1.59;110.464;7.465;171.456;0.92;0.0751;9.953;21.179;Low;0
WQ05357;;7.79;34.54;39.83;1.93;23.84;79.99;1906.9616;0.79;117.295;46.387;111.77;1.421;0.1136;2.263;24.34;High;0
WQ00831;;8.77;39.49;4.37;11.26;3.26;24.47;79.7722;1.77;54.293;6.52;108.193;0.984;0.1536;0.688;65.049;High;1
WQ00374;;7.43;32.23;17.67;14.51;3.13;17.25;53.9925;0.43;8.543;49.877;87.521;0.711;0.1405;7.651;63.707;High;1
WQ04076;;6.65;37.37;35.69;0.18;23.45;80;1876;0.35;51.487;29.851;36.723;0.612;0.1991;5.854;29.372;Medium;0
WQ08575;;7.43;35.5;47.42;1.4;23.38;83.07;1942.1766;0.43;8.383;35.255;161.023;0.312;0.0854;9.316;89.268;High;0
WQ08052;;6.56;37.07;10.77;1.68;18.81;84.04;1580.7924;0.44;;41.249;50.904;0.631;0.0707;9.292;98.29;High;0
WQ03730;;6.54;31.27;8.68;2.57;17.22;75.15;1294.083;0.46;18.057;17.341;179.349;0.134;0.3764;3.084;36.474;Low;0
WQ04904;;6.59;39.9;19.39;1.4;20.91;97.25;2033.4975;0.41;111.127;35.916;178.732;1.493;0.0207;9.333;71.352;High;0
WQ05426;;7.11;34.28;14.03;13.41;3.67;16.78;61.5826;0.11;118.001;30.766;9.905;0.579;0.0579;7.501;73.357;Low;1
WQ01762;;7.44;35.99;45.19;2.32;24.54;82.09;2014.4886;0.44;11.77;28.482;106.189;0.416;0.4205;8.838;70.651;Low;0
WQ01730;;8.54;32.45;20.22;12.6;3.39;25.52;86.5128;1.54;36.75;35.652;168.035;0.856;0.4872;0.885;74.013;Medium;1
WQ03752;;8.42;32.32;2.1;7.1;-11.67;46.22;539.3874;1.42;37.665;12.82;180.531;0.432;0.15;4.448;31.348;High;0
WQ05463;;7.22;31.31;43.55;5.14;13.6;73.42;998.512;0.22;38.028;15.043;85.706;1.148;0.0335;4.196;18.046;Medium;0
WQ03581;;6.82;34.39;7.75;14.94;2.77;10;27.7;0.18;100.588;7.095;198.752;0.845;0.1287;5.173;54.813;Medium;1
WQ07179;;6.87;31.91;27.61;9.76;6.3;22.04;138.852;0.13;60.173;41.708;165.575;0.651;0.3659;1.265;80.507;Low;1
WQ01543;;7.42;35.54;34.12;3.85;15.85;73.53;1165.4505;0.42;30.788;24.323;25.832;1.491;0.1305;1.966;12.668;High;0
WQ07170;;7.41;34.73;10.39;10.48;1.07;21.26;22.7482;0.41;57.962;21.658;93.642;0.268;0.3142;3.553;72.508;Low;1
WQ00948;;7.56;36.35;48.93;10.88;7.32;33.45;244.854;0.56;104.867;11.515;44.47;0.467;0.2257;1.745;90.911;Low;1
WQ00533;;7.61;39.9;45.42;0.58;19.62;84.36;1655.1432;0.61;66.652;3.18;42.778;0.757;0.1852;3.098;74.983;Medium;0
WQ02755;;7.75;32.76;40.33;0.91;22.33;83.52;1865.0016;0.75;34.861;41.932;140.035;0.162;0.4874;1.16;42.749;High;0
WQ07167;;7.45;39.67;2.82;0.87;18.35;86.47;1586.7245;0.45;;48.61;;0.53;0.4116;8.9;50.268;High;0
WQ01657;;7.11;33.63;28.08;3.58;22.67;78.67;1783.4489;0.11;36.663;49.938;3.965;0.1;0.3476;9.429;49.273;Medium;0
WQ02971;;8.49;30.26;10.2;12.32;2.11;17.87;37.7057;1.49;19.564;46.348;169.035;0.795;0.0702;5.305;47.848;High;1
WQ03253;;6.89;36.97;11.61;9.65;1.2;15.7;18.84;0.11;14.064;15.027;90.152;0.879;0.482;8.992;92.118;Low;1
WQ02701;;7.59;35.76;36.62;5.5;14.96;60.08;898.7968;0.59;117.122;13.315;143.618;0.701;0.4218;5.326;14.886;Medium;0
WQ06838;;7.89;38.51;2.87;13.67;1.62;17.71;28.6902;0.89;19.127;2.343;154.834;1.394;0.1863;3.414;77.26;Low;1
WQ08124;;7.71;30.11;24.04;11.29;3.27;14.23;46.5321;0.71;;18.589;;0.675;0.2705;1.865;16.2;High;1
WQ00934;;8.03;32.88;40.71;0.94;21.09;85.74;1808.2566;1.03;20.602;21.937;5.768;0.51;0.3427;4.907;46.813;Low;0
WQ05054;;7.65;33.75;31.48;10.74;4.45;29.99;133.4555;0.65;52.35;23.852;190.659;0.275;0.0894;4.542;25.419;Medium;1
WQ00922;;7.49;33.08;8.33;1.65;17.81;79.63;1418.2103;0.49;107.346;16.579;48.894;0.794;0.2624;9.576;38.849;Low;0
WQ09571;;7.36;32.47;36.96;3.37;15.29;63.92;977.3368;0.36;12.287;48.909;198.43;0.983;0.3074;8.121;17.454;Medium;0
WQ06088;;7.96;37.4;40.27;0.58;20.93;100;2093;0.96;85.116;32.452;162.352;0.545;0.328;7.236;17.276;Medium;0
WQ04891;;6.73;37.19;38.31;3.58;24.25;76.23;1848.5775;0.27;6.689;23.661;130.974;0.507;0.3134;4.715;24.517;High;0
WQ04648;;6.93;31.16;17;1.26;24.83;82.81;2056.1723;0.07;104.765;41.207;125.662;1.317;0.2963;2.238;52.218;Low;0
WQ01209;;6.66;34.47;28.53;0;23.07;92.03;2123.1321;0.34;119.655;19.497;7.582;0.785;0.172;6.067;27.592;Low;0
WQ04711;;6.62;34.8;19.24;1.56;18.46;92.9;1714.934;0.38;54.963;3.103;26.008;1.114;0.1318;1.049;79.37;Low;0
WQ04091;;7.22;38.25;4.43;9;4.56;17.76;80.9856;0.22;40.958;19.868;93.094;0.407;0.2455;5.893;33.222;Medium;1
WQ09773;;7.98;38.05;28.75;1.33;20.89;81.71;1706.9219;0.98;50.565;49.431;100.604;0.595;0.196;1.684;74.968;Low;0
WQ04782;;6.81;37.74;49.27;13.23;2.08;16.61;34.5488;0.19;66.666;44.038;;0.519;0.0472;6.566;99.217;High;1
WQ07133;;8.7;38.18;37.79;1.01;24.83;85.71;2128.1793;1.7;19.462;12.551;54.205;0.254;0.0101;2.614;83.403;Medium;0
WQ06593;;8.69;37.93;29.15;12.99;4.39;10;43.9;1.69;102.528;22.118;146.312;0.383;0.101;4.076;71.046;Medium;1
WQ03944;;7.6;36.66;20.82;0.99;20.91;97.88;2046.6708;0.6;12.029;12.317;9.24;0.68;0.0331;9.495;42.632;High;0
WQ00345;;8.06;38.37;47.18;0.77;23.54;87;2047.98;1.06;73.902;22.013;114.577;0.446;0.1149;0.861;8.44;High;0
WQ05811;;7.03;32.1;41.73;7.04;9.57;46.74;447.3018;0.03;118.341;3.144;176.423;0.184;0.0732;9.211;68.292;Low;0
WQ03682;;7.87;39.2;18.17;12.75;3.1;19.88;61.628;0.87;92.733;42.262;120.369;0.233;0.171;7.931;37.686;Medium;1
WQ06738;;8.35;30.48;23.84;2.54;24.77;91.96;2277.8492;1.35;28.575;41.736;77.296;1.476;0.0464;4.446;7.353;Low;0
WQ08931;;8.3;31.38;18.26;1.68;22.97;94.06;2160.5582;1.3;27.291;46.131;85.081;1.331;0.1477;7.949;70.762;Medium;0
WQ03062;;6.68;38.46;49.32;4.45;17.64;74.7;1317.708;0.32;71.885;10.119;68.214;0.998;0.0501;0.575;85.874;High;0
WQ02315;;6.52;36.33;36.35;2.01;24.74;94.2;2330.508;0.48;15.779;11.169;48.583;0.454;0.325;8.536;22.091;Medium;0
WQ05608;;7.94;35.04;48.37;10.23;2.85;29.68;84.588;0.94;53.885;34.208;156.326;0.758;0.1393;2.584;68.764;Low;1
WQ00571;;6.8;37.1;38.41;2.61;24.3;95.06;2309.958;0.2;94.038;42.348;34.005;1.077;0.2999;3.955;26.606;Low;0
WQ06889;;8.43;31.03;32.44;1.8;24.54;74.39;1825.5306;1.43;61.198;11.889;53.617;0.312;0.4419;9.1;30.298;Low;0
WQ01875;;6.77;31.25;34.44;10.15;3.9;24.65;96.135;0.23;65.068;46.87;18.128;1.368;0.4675;3.471;29.778;Medium;1
WQ00056;;7.44;37.63;24.05;10.76;1.74;19;33.06;0.44;10.619;22.657;47.383;1.227;0.3963;5.033;83.556;High;1
WQ03087;;6.63;32.12;7.75;6.61;5.43;34.2;185.706;0.37;1.847;48.459;;0.611;0.4157;4.717;86.838;High;1
WQ06766;;6.79;36.79;25.7;2.12;19.32;90.62;1750.7784;0.21;117.01;26.605;35.181;0.158;0.4196;8.61;15.968;High;0
WQ09062;;6.67;38.02;34.72;11.11;1.88;10;18.8;0.33;92.986;44.964;88.834;0.15;0.4359;8.107;52.422;Low;1
WQ01312;;8;32.04;34.73;12.04;0;23.1;0;1;65.711;23.511;197.894;0.71;0.1916;0.551;68.592;Low;1
WQ07332;;6.78;37.96;8.48;7.45;10.13;47.27;478.8451;0.22;113.062;8.915;183.373;1.106;0.1932;7.331;56.635;High;1
WQ01385;;6.69;30.99;39.49;1.97;25;97.51;2437.75;0.31;39.023;24.331;78.9;1.477;0.4648;5.599;87.688;High;0
WQ06095;;6.6;34.16;1.38;11.17;1.42;10.61;15.0662;0.4;89.039;49;136.038;1.434;0.2446;8.224;44.237;High;1
WQ03538;;7.2;30.1;8.69;4.22;12.84;72.4;929.616;0.2;80.879;41.796;2.911;0.73;0.0497;5.672;50.166;Medium;0
WQ08686;;7.47;39.59;16.28;10.63;;22.53;109.0452;0.47;37.878;36.356;100.918;0.158;0.2408;9.906;18.209;High;1
WQ08201;;8.54;36.28;44.82;1.16;17.73;94.26;1671.2298;1.54;48.889;31.318;104.238;0.286;0.0331;3.955;49.916;Low;0
WQ09960;;7.43;36.93;38.09;2.79;22.53;95.02;2140.8006;0.43;;26.343;14.24;0.14;0.0177;5.75;21.89;High;0
WQ00945;;7.87;39.35;38.52;3.59;;77.15;1370.184;0.87;1.319;34.168;55.812;1.175;0.3532;0.92;1.498;Low;0
WQ01665;;7.55;36.68;41.95;11.86;1.32;25.1;33.132;0.55;102.171;18.089;168.401;0.591;0.3288;8.808;88.164;High;1
WQ01442;;6.54;32.82;3.13;14.92;2.61;20.9;54.549;0.46;80.712;11.583;140.853;1.068;0.1414;9.405;54.371;Medium;1
WQ05644;;8.35;31.61;38.34;0.8;17.37;100;1737;1.35;71.562;12.826;101.165;1.002;0.0643;3.446;24.112;Low;0
WQ05722;;8.2;34.19;33.11;1.1;18.52;94.47;1749.5844;1.2;95.469;38.492;43.707;0.486;0.2474;7.962;37.395;Medium;0
WQ04660;;8.33;33.91;10.23;2.19;25;73.68;1842;1.33;61.334;42.163;117.611;0.973;0.0793;6.185;11.875;Medium;0
WQ02105;;7.14;39.19;46.8;9.88;3.77;14.16;53.3832;0.14;38.011;42.454;76.311;0.179;0.0773;5.251;30.785;Low;1
WQ01763;;8.53;31.39;6.79;10.88;1.18;15.12;17.8416;1.53;58.589;12.81;72.338;1.37;0.1729;7.275;19.906;Medium;1
WQ06729;61.68870465;8.068211543;36.22;47.27;0.36;18.99;85.31;1620.0369;0;;26.887;194.201;1.217;0.4836;2.78;86.223;Low;0
WQ07447;;7.51;32.71;8.45;11.12;2.09;10;20.9;0.51;30.723;25.873;60.55;0.495;0.4726;7.988;23.025;High;1
WQ00606;;7.23;33.58;29.33;6.41;10.02;42.24;423.2448;0.23;24.76;32.613;5.272;1.253;0.2725;2.636;55.083;High;0
WQ04558;;7.62;39.05;13.24;0.69;19.24;82.7;1591.148;0.62;111.809;33.145;167.141;1.125;0.0722;5.36;82.647;Medium;0
WQ06902;;7.93;35.79;26.79;0;22.29;99.96;2228.1084;0.93;4.534;22.73;50.806;0.248;0.4443;1.577;74.982;Medium;0
WQ03648;;8.36;39.46;40.58;1.46;20.27;92.11;1867.0697;1.36;71.629;26.227;95.674;1.167;0.2536;3.252;12.149;Medium;0
WQ04468;;7.79;33.93;8.98;8.53;5.4;21.04;113.616;0.79;113.913;29.462;;0.431;0.2035;9.839;19.464;High;1
WQ09695;;7.09;33.07;23.62;14.25;3.2;23.03;73.696;0.09;66.242;10.584;117.37;0.882;0.4826;4.696;16.719;Medium;1
WQ02199;;7.51;38;23.37;10.85;2.78;19.64;54.5992;0.51;45.648;34.136;59.59;1.22;0.4312;5.58;24.883;High;1
WQ00863;;7.8;33.6;3.05;0.43;23.65;93.85;2219.5525;0.8;52.892;25.572;191.948;0.109;0.1129;2.249;43.256;Medium;0
WQ05704;;8;35.89;32.23;4.43;12.82;66.59;853.6838;1;109.835;10.947;79.558;0.061;0.3119;2.25;14.842;High;0
WQ05894;;8.23;35.65;30.11;9.59;3.09;17.26;53.3334;1.23;55.672;14.205;4.672;0.773;0.378;1.394;21.205;High;1
WQ07394;;8.42;37.28;31.28;1.93;19.68;91.83;1807.2144;1.42;33.386;20.697;;1.239;0.0271;2.944;10.319;High;0
WQ05253;;8.71;32.72;37.36;9.34;4.71;42.7;201.117;1.71;9.987;38.013;138.222;0.251;0.0671;8.018;3.841;Low;1
WQ07545;;8.52;38.93;20.54;1.46;18.13;92.79;1682.2827;1.52;5.602;35.84;62.251;1.472;0.4522;1.412;74.134;High;0
WQ04332;;6.57;33.55;21.78;13.5;0.89;16.85;14.9965;0.43;52.783;6.149;155.6;0.623;0.3614;2.527;21.193;Medium;1
WQ01297;;8.17;35.35;45.23;10.24;0.68;10;6.8;1.17;12.548;7.026;84.041;0.161;0.0373;1.676;68.621;High;1
WQ03717;;8.3;33.23;8.91;2.43;23.29;81.22;1891.6138;1.3;9.473;39.459;46.382;0.348;0.3717;2.175;21.587;Medium;0
WQ03340;;6.51;37.88;10.13;1.09;21.67;81.77;1771.9559;0.49;106.695;41.726;12.883;0.352;0.0762;2.428;19.067;Medium;0
WQ08908;;7.63;31.63;44.76;14.35;0;14.9;0;0.63;66.447;25.913;143.996;0.266;0.0306;6.901;57.324;Low;1
WQ01521;;7.78;31.32;2.93;3.67;13.94;65.55;913.767;0.78;112.132;1.385;195.449;0.622;0.3724;3.632;79.485;Low;0
WQ07155;;8.69;36.99;37.87;13.61;0;12.44;0;1.69;98.731;17.034;160.164;0.958;0.014;6.668;37.819;High;1
WQ02766;;6.67;36.95;13.01;13.22;0.28;15.27;4.2756;0.33;63.559;31.568;3.37;1.469;0.3542;7.126;95.117;High;1
WQ04656;;8.37;32.44;29.31;12.26;3.54;14.96;52.9584;1.37;100.373;34.065;198.054;0.41;0.1964;3.141;20.071;Low;1
WQ09992;;7.88;36.98;21.9;13.45;2.22;14.35;31.857;0.88;56.533;4.931;33.335;0.843;0.282;3.359;14.217;High;1
WQ02498;;8.12;32.6;47.12;10.52;6.56;22.76;149.3056;1.12;117.689;38.392;190.566;1.002;0.2102;4.643;89.349;Medium;1
WQ00748;;7.88;35.14;14.77;10.01;2.5;14.78;36.95;0.88;108.777;22.828;81.855;1.267;0.1105;6.662;63.568;High;1
WQ03990;;7.46;35.66;32.63;12.35;3.45;10;34.5;0.46;10.023;4.336;43.061;0.508;0.232;5.453;46.903;High;1
WQ01931;;8.59;36.07;44.76;5.49;14.03;60;841.8;1.59;;28.495;177.409;1.1;0.2363;1.935;27.478;High;0
WQ03060;;7.22;34.66;35.53;3.89;17.18;60.83;1045.0594;0.22;;39.929;104.609;0.813;0.3502;9.293;6.851;Low;0
WQ08001;;6.95;37.5;9.1;7.04;9.16;38.94;356.6904;0.05;82.474;20.42;53.89;0.999;0.2092;9.429;43.371;High;1
WQ02267;;8.59;37.53;23.9;15.41;0.31;15.56;4.8236;1.59;84.316;18.481;163.011;0.922;0.3986;6.575;2.713;Low;1
WQ06012;;6.75;36.31;22.36;6.78;9.1;39.28;357.448;0.25;117.474;19.876;;0.557;0.0313;5.898;44.219;Medium;1
WQ05550;;6.66;34.94;3.59;2.25;22.85;93.84;2144.244;0.34;31.206;24.811;51.907;0.607;0.0538;6.039;94.861;High;0
WQ06499;54.5215709;6.85;38.4;3.66;11.27;1.23;13.99;17.2077;0.15;93.657;44.379;188.466;1.477;0.397;3.569;77.846;Low;1
WQ05856;;7.14;34.49;34.84;8.55;4.33;15.13;65.5129;0.14;17.265;42.62;107.922;1.487;0.0451;1.029;72.54;Low;1
WQ02979;;7.6;31.48;21.94;10.74;4.26;17.1;72.846;0.6;116.431;36.529;153.129;0.794;0.3737;5.121;3.35;Low;1
WQ05232;;6.56;35.63;4.08;12.11;5.07;10;50.7;0.44;84.132;45.909;26.206;0.486;0.196;9.114;20.632;High;1
WQ02995;23.6970122;6.7;36.09;14.77;10.86;2.35;16.13;37.9055;0.3;103.835;47.042;18.553;0.998;0.2355;8.928;61.88;Low;1
WQ02856;;7.39;36.5;12.45;1.33;;80.21;1696.4415;0.39;26.502;40.116;131.027;1.498;0.2641;1.053;35.683;High;0
WQ04690;21.60328929;8.65;38.54;48.6;9.95;3.46;25.76;89.1296;1.65;44.296;41.555;55.848;0.221;0.1583;4.688;75.892;Medium;1
WQ08553;;7.82;35.54;8.29;11.14;2.04;13.89;28.3356;0.82;49.583;24.765;31.35;0.139;0.3663;4.759;77.128;High;1
WQ01944;66.24936941;7.67;39.6;10.37;12.13;3.47;25.53;88.5891;0.67;94.634;46.268;138.677;0.43;0.1983;7.263;14.215;High;1
WQ09024;;7.6;37.24;22.77;0.89;21.37;95.78;2046.8186;0.6;62.117;17.618;147.742;0.068;0.0496;5.883;73.626;Medium;0
WQ08270;;7.18;35.62;35.89;10.27;5.84;37.19;217.1896;0.18;41.097;8.191;58.681;1.383;0.1702;7.885;74.26;Low;1
WQ07992;;8.71;35.02;45.89;10.27;6.92;18.74;129.6808;1.71;32.881;1.407;43.278;0.205;0.0918;1.707;32.317;High;1
WQ06989;;8.38;37.57;44.5;2.39;25;76.18;1904.5;1.38;3.728;48.372;172.683;0.582;0.1206;6.752;4.093;Low;0
WQ04364;;8.41;31.88;39.33;12.82;4.53;11.44;51.8232;1.41;27.213;4.244;128.763;1.212;0.4636;5.818;44.837;Medium;1
WQ09604;;7.62;30;44.49;10.15;1.93;17.54;33.8522;0.62;78.444;49.913;171.635;0.466;0.0137;6.828;82.958;High;1
WQ09343;;1.794264939;36.37;35.85;11.66;4.6;15.7;72.22;0.13;91.409;39.425;11.851;0.509;0.1662;3.36;23.321;Medium;1
WQ04003;;7.96;36.71;40.8;11.7;0;23.79;0;0.96;18.468;24.604;;1.227;0.4344;3.87;82.449;High;1
WQ03414;;8.09;39.67;19.83;13.71;1.67;22.95;38.3265;1.09;94.049;45.907;115.914;0.158;0.1559;4.923;8.874;Medium;1
WQ02406;;7.78;31.28;18.82;0.54;19.4;100;1940;0.78;43.751;2.656;130.734;0.905;0.2389;9.513;18.187;Low;0
WQ02350;;8.67;36.5;30.58;6.9;8.25;35.1;289.575;1.67;76.332;32.979;23.125;0.766;0.1043;7.415;67.619;Medium;1
WQ06693;;7.25;32.73;40.62;0.7;18.83;88.83;1672.6689;0.25;96.385;9.178;12.197;0.994;0.282;2.356;55.982;Medium;0
WQ09021;;10.02946007;35.09;22.39;11.96;3.86;27.17;104.8762;0.21;104.585;44.874;65.872;1.334;0.284;1.555;57.734;Low;1
WQ03524;;8.5;37.08;5.76;14.06;2.57;22.62;58.1334;1.5;20.099;28.135;20.971;0.866;0.1316;6.741;92.834;Medium;1
WQ05473;;8.77;30.67;4.45;11.5;6.84;23.04;157.5936;1.77;84.188;3.941;65.067;0.268;0.4777;3.408;97.36;Medium;1
WQ09263;;7.04;38.09;41.78;8.01;6.63;23.51;155.8713;0.04;75.994;7.701;6.767;0.757;0.0697;6.975;54.051;Medium;1
WQ09639;;8.35;37.73;27.65;10.76;3.7;19.09;70.633;1.35;2.595;11.747;;0.303;0.3289;7.41;15.985;Medium;1
WQ07484;;7.94;31.13;13.12;8.47;2.68;30.24;81.0432;0.94;48.438;43.458;159.097;1.015;0.0666;8.98;48.399;Low;1
WQ03657;;8.29;33.58;33.7;1.55;23.41;94.77;2218.5657;1.29;61.27;20.01;76.723;0.997;0.0126;5.832;8.749;Medium;0
WQ02408;;8.14;33.47;28.37;9.55;1.07;24.05;25.7335;1.14;118.564;48.568;17.439;0.846;0.1447;3.274;47.371;Medium;1
WQ07429;;8.54;37.7;14.69;10.26;6.14;21.56;132.3784;1.54;79.894;14.304;19.95;0.844;0.2685;8.563;26.528;High;1
WQ08904;;8.19;33.68;2.86;3.63;15.6;64.21;1001.676;1.19;72.806;1.192;104.11;0.924;0.3373;8.586;63.356;Medium;0
WQ05555;;8.02;35.2;30.86;0;18.24;96.27;1755.9648;1.02;85.242;40.334;159.849;1.192;0.4876;4.414;85.234;High;0
WQ01263;;8.66;34.84;20.82;9.72;3.89;24.54;95.4606;1.66;54.626;22.197;175.621;1.019;0.1518;4.841;46.702;Low;1
WQ06419;;6.57;31.4;37.92;3.35;15.85;69.07;1094.7595;0.43;60.614;17.577;160.625;0.666;0.4812;8.772;96.108;High;0
WQ01136;;8.49;33.12;10.96;0.97;17.31;86.33;1494.3723;1.49;102.145;15.842;;0.601;0.3285;8.378;56.375;Medium;0
WQ06824;;6.66;32.78;34.67;13.26;2.56;10;25.6;0.34;25.832;25.794;162.594;0.119;0.3822;8.338;64.613;Low;1
WQ06946;;8.38;31.35;44.15;16.19;-4.9;13.06;63.994;1.38;16.38;43.58;125.376;0.603;0.3795;4.525;12.166;Low;1
WQ05930;;7.87;37.4;10.94;14.33;0;21.82;0;0.87;9.435;2.437;45.754;0.206;0.2649;5.974;44.01;Low;1
WQ08824;;8.4;31.28;22.06;9.86;6.39;35.6;227.484;1.4;105.424;34.027;73.474;0.896;0.2127;7.933;38.11;High;1
WQ08846;;6.68;33.49;47.94;8.24;5.55;36.23;201.0765;0.32;;38.907;183.294;0.535;0.0394;8.854;54.732;Low;1
WQ02461;;6.59;31.85;41.02;10.82;0;10;0;0.41;105.638;38.23;164.596;0.078;0.347;8.134;70.708;High;1
WQ02547;;7.87;37.1;0.86;11.33;1.78;19.16;34.1048;0.87;48.905;34.154;90.537;0.822;0.2585;9.68;86.384;Low;1
WQ06113;;7.44;33.83;6.98;14.44;1.46;19.64;28.6744;0.44;65.379;49.91;148.622;0.851;0.4181;1.709;37.252;Low;1
WQ03179;;8.66;30.53;16.21;1.95;20.54;77.86;1599.2444;1.66;82.216;23.792;93.669;0.044;0.3893;5.568;15.395;Medium;0
WQ08715;;6.94;35.43;4.08;0;20.19;95.96;1937.4324;0.06;101.427;35.807;26.16;1.206;0.46;3.694;32.941;High;0
WQ01213;;7.63;38.41;40.23;9.13;6.4;24.37;155.968;0.63;95.377;2.677;162.369;0.186;0.0823;6.776;9.095;High;1
WQ04833;;7.16;32.25;6.73;1.07;21.12;82.2;1736.064;0.16;18.693;21.671;154.965;0.856;0.2557;2.933;50.054;Medium;0
WQ07953;;7.67;37.73;35.43;10.75;2.51;23.84;59.8384;0.67;6.856;18.732;43.221;0.079;0.3073;5.456;35.248;Low;1
WQ04184;;8.38;37.5;28.27;10.66;3.94;16.82;66.2708;1.38;15.985;28.314;76.806;0.738;0.0201;5.235;89.319;High;1
WQ01589;;7.1;39.37;15.35;3.84;13.84;67.44;933.3696;0.1;86.112;34.096;38.33;1.203;0.1103;4.73;3.709;Medium;0
WQ02346;;8.19;36.37;32.44;14.11;1.02;24.29;24.7758;1.19;81.44;8.218;29.963;0.131;0.2465;0.667;78.47;High;1
WQ02037;;7.89;37.82;5.91;0.83;23.77;100;2377;0.89;18.15;42.629;33.982;0.988;0.0132;1.275;2.029;High;0
WQ09122;;6.72;37.01;16.89;9.77;2.33;17;39.61;0.28;78.893;12.717;48.253;0.082;0.0129;7.327;7.305;High;1
WQ01243;;6.478955526;30.11;44.05;9.52;6.88;24.22;166.6336;0.87;101.374;21.58;71.765;1.473;0.486;3.719;69.586;Medium;1
WQ00079;;8.33;38.84;8.38;1.48;21.05;91.29;1921.6545;1.33;13.904;48.935;83.746;0.506;0.4828;9.95;86.203;High;0
WQ05686;;8.05;31.43;40.57;3.7;16.08;69.48;1117.2384;1.05;60.074;46.536;131.771;0.704;0.1714;8.187;76.599;High;0
WQ06287;;8.18;36.38;44.42;12.25;0.77;26.85;20.6745;1.18;51.854;31.318;116.562;0.174;0.1486;8.08;97.603;High;1
WQ00099;;7.92;38.71;23.17;11.18;6.46;16.9;109.174;0.92;12.947;8.823;40.193;0.99;0.2464;9.877;4.672;Medium;1
